SiteNumber, SiteName, SiteCategory, SiteAgency, SiteLongitude, SiteLatitude, SiteNWISURL
"14306340","EAST FORK LOBSTER CREEK NEAR ALSEA, OR.","ST","USGS",-123.63649360,44.24789909,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14306340"
"14306500","ALSEA RIVER NEAR TIDEWATER, OR","ST","USGS",-123.83177800,44.38595380,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14306500"
"14307620","SIUSLAW RIVER NEAR MAPLETON, OR","ST","USGS",-123.88316590,44.06234317,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14307620"
"14308000","SOUTH UMPQUA RIVER AT TILLER, OR","ST","USGS",-122.94838720,42.93039850,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14308000"
"14308500","ELK CREEK NR DREW, OR","ST","USGS",-122.91783030,42.89012159,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14308500"
"14308990","COW CREEK ABV GALESVILLE RES, NR AZALEA, OR.","ST","USGS",-123.12589220,42.82317665,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14308990"
"14309000","COW CREEK NEAR AZALEA, OR","ST","USGS",-123.17894920,42.82484286,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14309000"
"14309500","WEST FORK COW CREEK NEAR GLENDALE, OR","ST","USGS",-123.61090710,42.80400356,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14309500"
"14310000","COW CREEK NEAR RIDDLE, OR","ST","USGS",-123.42895700,42.92345020,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14310000"
"14312000","SOUTH UMPQUA RIVER NEAR BROCKWAY, OR","ST","USGS",-123.39840530,43.13317169,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14312000"
"14313200","N.UMPQUA R ABV WHITE MULE CK, NR TOKETEE FALLS, OR","ST","USGS",-122.19697970,43.32401306,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14313200"
"14313600","LEMOLO No.2 CANAL NEAR TOKETEE FALLS, OR","ST-CA","USGS",-122.40198620,43.29623320,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14313600"
"14313700","N.UMPQUA R BLW WARM SPRINGS CK NR TOKETEE FALLS,OR","ST","USGS",-122.25198220,43.35484515,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14313700"
"14314400","CLEARWATER NO 1 POWER CANAL, NEAR TOKETEE FALLS,OR","ST-CA","USGS",-122.29837120,43.25262345,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14314400"
"14314500","CLEARWATER RIVER ABV TRAP CK NR TOKETEE FALLS, OR","ST","USGS",-122.28725960,43.24429030,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14314500"
"14314700","CLEARWATER R BLW MOWICH CREEK, NR TOKETEE FALLS,OR","ST","USGS",-122.33837250,43.25095636,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14314700"
"14315500","NORTH UMPQUA RIVER AT TOKETEE FALLS, OR","ST","USGS",-122.42170870,43.26373317,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14315500"
"14315700","N.UMPQUA R BLW SLIDE CK DAM NR TOKETEE FALLS, OR","ST","USGS",-122.44997220,43.27641667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14315700"
"14315950","FISH CREEK ABV SLIPPER CREEK NR TOKETEE FALLS, OR","ST","USGS",-122.42754150,43.21123347,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14315950"
"14316455","N.UMPQUA R BLW SODA SPGS RESV, NR TOKETEE FALLS,OR","ST","USGS",-122.49893390,43.30373229,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14316455"
"14316495","BOULDER CREEK NEAR TOKETEE FALLS, OR","ST","USGS",-122.53032370,43.30345430,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14316495"
"14316500","N UMPQUA RIVER ABV COPELAND CK NR TOKETEE FALLS,OR","ST","USGS",-122.53671270,43.29595427,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14316500"
"14316700","STEAMBOAT CREEK NEAR GLIDE, OR","ST","USGS",-122.72894150,43.34984200,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14316700"
"14318000","LITTLE RIVER AT PEEL, OR","ST","USGS",-123.02617160,43.25261790,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14318000"
"14319500","NORTH UMPQUA RIVER AT WINCHESTER, OR","ST","USGS",-123.41229930,43.27205997,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14319500"
"14320934","LITTLE WOLF CREEK NEAR TYEE, OR","ST","USGS",-123.58675730,43.43122665,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14320934"
"14321000","UMPQUA RIVER NEAR ELKTON, OR","ST","USGS",-123.55537270,43.58595020,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14321000"
"14325000","SOUTH FORK COQUILLE RIVER AT POWERS, OR","ST","USGS",-124.07065200,42.89149904,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14325000"
"14328000","ROGUE RIVER ABOVE PROSPECT, OR","ST","USGS",-122.49975850,42.77484917,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14328000"
"14330000","ROGUE RIVER BELOW PROSPECT, OR","ST","USGS",-122.51614700,42.72957187,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14330000"
"14332000","SOUTH FORK ROGUE RIVER NEAR PROSPECT, OR","ST","USGS",-122.39280940,42.70818440,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14332000"
"14335072","ROGUE R AT COLE M RIVERS F HATCHERY NR MCLEOD, OR","ST","USGS",-122.68638890,42.66583330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14335072"
"14337500","BIG BUTTE CREEK NEAR MCLEOD, OR","ST","USGS",-122.69142880,42.65123720,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14337500"
"14337600","ROGUE RIVER NEAR MCLEOD, OR","ST","USGS",-122.71504080,42.65540350,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14337600"
"14338000","ELK CREEK NEAR TRAIL, OR","ST","USGS",-122.74198670,42.67873640,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14338000"
"14339000","ROGUE RIVER AT DODGE BRIDGE, NEAR EAGLE POINT, OR","ST","USGS",-122.84282030,42.52484710,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14339000"
"14353000","WEST FORK ASHLAND CREEK NEAR ASHLAND, OR","ST","USGS",-122.71669890,42.14874336,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14353000"
"14353500","EAST FORK ASHLAND CREEK NEAR ASHLAND, OR","ST","USGS",-122.70947640,42.15263230,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14353500"
"14354200","BEAR CREEK BLW ASHLAND CREEK AT ASHLAND, OR","ST","USGS",-122.72225500,42.21596410,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14354200"
"14357500","BEAR CREEK AT MEDFORD, OR","ST","USGS",-122.86670570,42.32401547,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14357500"
"14359000","ROGUE RIVER AT RAYGOLD NEAR CENTRAL POINT, OR","ST","USGS",-122.98726780,42.43734597,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14359000"
"14361500","ROGUE RIVER AT GRANTS PASS, OR","ST","USGS",-123.31783650,42.43039607,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14361500"
"14362000","APPLEGATE RIVER NEAR COPPER, OR","ST","USGS",-123.11143580,42.06373610,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14362000"
"14362250","STAR GULCH NEAR RUCH, OR","ST","USGS",-123.07532300,42.15401355,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14362250"
"14366000","APPLEGATE RIVER NEAR APPLEGATE, OR","ST","USGS",-123.14004850,42.24151130,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14366000"
"14369500","APPLEGATE RIVER NEAR WILDERVILLE, OR","ST","USGS",-123.40672760,42.35400580,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14369500"
"14372300","ROGUE RIVER NEAR AGNESS, OR","ST","USGS",-124.05814430,42.57844220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14372300"
"14375100","SUCKER CREEK BLW LITTLE GRAYBACK CK, NR HOLLAND,OR","ST","USGS",-123.47895090,42.15956105,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14375100"
"14377100","ILLINOIS RIVER NEAR KERBY, OR","ST","USGS",-123.66368000,42.23177936,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14377100"
"14400000","CHETCO RIVER NEAR BROOKINGS, OR","ST","USGS",-124.18731070,42.12344278,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14400000"
